airlight,airlight_bin,beta,beta_bin,cbrfrc_delta_cr_psnr,cbrfrc_psnr,cr_psnr,cr_strength_bin,crplus_delta_cr_psnr,crplus_psnr,diag_lfv1_target_residual_cosine_lf8,diag_target_residual_norm_lf8,diag_target_sign_flip_rate,filename,label_ignore,label_intervene,label_max_candidate_delta_psnr,label_min_candidate_delta_psnr,label_preserve,label_safe_candidate_count,label_safe_candidates,lfv1_delta_cr_psnr,lfv1_psnr,residualcalib_delta_cr_psnr,residualcalib_psnr,risk_lfv1_residual_norm_lf8
0.7,0.65<=A<0.75,0.91,0.8<=beta<1.1,-0.004110200912300854,33.72989154153944,33.73400174245174,midhigh_cr_q3,0.824561335224594,34.55474765492197,0.2674330770969391,13.046167373657227,0.03454784955829382,114_0.7_0.91.png,0,0,0.824561335224594,-0.3010216203797995,1,2,"residualcalib,crplus",-0.3010216203797995,33.43298012207194,0.6212887519351327,34.35529049438687,8.507486343383789
0.52,A<0.65,0.82,0.8<=beta<1.1,-0.008242230573316078,35.223962009817605,35.23220424039092,midhigh_cr_q3,1.419751767120772,36.64757134693954,0.03879952430725098,10.711624145507812,0.03571996092796326,115_0.52_0.82.png,0,0,1.419751767120772,-1.3409323238407396,1,1,crplus,-1.3409323238407396,33.89127191655018,-0.21928258914176268,35.01292165124916,7.677877902984619
0.73,0.65<=A<0.75,1.62,1.4<=beta<1.7,-0.005541166806622755,29.716409340353266,29.72195050715989,midlow_cr_q2,2.142505175923368,31.86492946521995,0.6656504273414612,21.13435935974121,0.03353957924991846,116_0.73_1.62.png,0,1,2.142505175923368,-0.005541166806622755,0,3,"lfv1,residualcalib,crplus",2.1116308305270124,31.8335813376869,1.6932981817730735,31.415248688932962,11.666752815246582
0.69,0.65<=A<0.75,1.13,1.1<=beta<1.4,-0.010414205381639619,28.040682202632073,28.051096408013713,weak_cr_q1,-1.4817564905576042,26.567122997659567,-0.3874410092830658,26.460660934448242,0.013039383571594954,117_0.69_1.13.png,0,0,-0.010414205381639619,-2.1191369209153166,1,0,,-2.059082149263773,25.99201425874994,-2.1191369209153166,25.931959487098396,13.446135520935059
0.68,0.65<=A<0.75,1.96,beta>=1.7,-0.00832778200737394,26.58234297757749,26.590670759584864,weak_cr_q1,-2.410922983745696,24.178155535986043,-0.33576154708862305,30.960620880126953,0.021328043192625046,118_0.68_1.96.png,0,0,-0.00832778200737394,-2.410922983745696,1,0,,-1.6806038378098123,24.91006692177505,-1.7558774938960298,24.834793265688834,14.398794174194336
0.81,0.75<=A<0.85,0.75,beta<0.8,-0.012405618560002551,29.35870204124636,29.371107659806363,midlow_cr_q2,-0.5121514039656923,28.857775364498266,-0.3575285077095032,22.896961212158203,0.01011683326214552,119_0.81_0.75.png,0,0,-0.012405618560002551,-2.54197370790126,1,0,,-2.0758365906173175,27.295271069189045,-2.54197370790126,26.829133951905103,12.01191234588623
0.98,A>=0.95,0.72,beta<0.8,0.022837007163929002,34.59493104420631,34.57209403704238,midhigh_cr_q3,2.299785232124286,36.877789622192566,0.31114980578422546,12.270709991455078,0.010215528309345245,11_0.98_0.72.png,0,1,2.987833909280873,0.022837007163929002,0,3,"lfv1,residualcalib,crplus",0.36718441517417233,34.939278452216556,2.987833909280873,37.559927946323256,5.047682762145996
0.8,0.75<=A<0.85,0.89,0.8<=beta<1.1,-0.011641912843042945,29.280700854956415,29.292342767799457,midlow_cr_q2,-0.9745450588148437,28.31759281138753,-0.35346147418022156,23.001611709594727,0.011771328747272491,120_0.8_0.89.png,0,0,-0.011641912843042945,-2.4533496539646755,1,0,,-2.281136266202335,27.011206501597123,-2.4533496539646755,26.838993113834782,13.251675605773926
0.86,0.85<=A<0.95,1.21,1.1<=beta<1.4,0.0015334455955553494,30.102189411159607,30.10065596556405,midlow_cr_q2,1.9368411684738618,32.036171654887575,0.41446366906166077,20.94228744506836,0.013602481223642826,121_0.86_1.21.png,0,0,1.9368411684738618,-0.6362680295856471,1,2,"lfv1,crplus",0.8274683748827698,30.92812434044682,-0.6362680295856471,29.464387935978404,9.082810401916504
0.94,0.85<=A<0.95,1.72,beta>=1.7,0.0005559271711810254,30.390851813987698,30.390295886816517,midlow_cr_q2,0.2674448628346262,30.659454118687126,0.42773547768592834,19.78021240234375,0.015467244200408459,122_0.94_1.72.png,0,0,0.7017220088452802,-2.7635272164467253,1,0,,0.7017220088452802,31.092017895661797,-2.7635272164467253,27.626768670369792,12.377508163452148
0.59,A<0.65,0.7,beta<0.8,0.0001516040675255681,32.10927608876394,32.109124484696416,midlow_cr_q2,0.6972562273389329,32.80654792874644,0.6638922691345215,16.691251754760742,0.016620721202343702,123_0.59_0.7.png,0,1,2.4240174286520286,0.0001516040675255681,0,1,crplus,2.4240174286520286,34.533141913348445,1.3156064678626151,33.42473095255903,10.332893371582031
1.0,A>=0.95,0.82,0.8<=beta<1.1,0.004297504247727346,29.445697200149827,29.4413996959021,midlow_cr_q2,2.418625928637759,31.858930801083524,0.5852673053741455,22.768558502197266,0.013278284575790167,124_1.0_0.82.png,0,1,2.418625928637759,0.004297504247727346,0,3,"lfv1,residualcalib,crplus",1.741181046652887,31.182580742554986,0.6226166166974103,30.06401631259951,11.657269477844238
0.57,A<0.65,1.94,beta>=1.7,-0.0007957266711144939,32.27746815610339,32.2782638827745,midlow_cr_q2,-1.9933317402130513,30.2875001348325,0.06748063117265701,14.911334037780762,0.031717914156615734,125_0.57_1.94.png,0,0,-0.0007957266711144939,-3.865143057714093,1,0,,-2.6354768223093963,29.642787060465107,-3.865143057714093,28.41312082506041,16.247661590576172
0.64,A<0.65,1.73,beta>=1.7,-0.003518307715033586,33.82895583190057,33.832474139615606,midhigh_cr_q3,-2.1228126845592215,31.709493444656317,0.13809087872505188,12.407757759094238,0.04349380359053612,126_0.64_1.73.png,0,0,-0.003518307715033586,-3.764072773610984,1,0,,-3.1067713649903084,30.725702774625297,-3.764072773610984,30.068401366004622,16.073040008544922
0.57,A<0.65,0.92,0.8<=beta<1.1,0.010314723176463758,36.20392995204208,36.19361522886562,strong_cr_q4,-1.2164246054857628,34.97578397012871,-0.2190706580877304,9.531710624694824,0.032515217550098896,127_0.57_0.92.png,0,0,0.010314723176463758,-6.057955536479767,1,0,,-4.014657008722324,32.17895822014329,-6.057955536479767,30.13565969238585,11.280353546142578
0.65,0.65<=A<0.75,0.67,beta<0.8,0.0127188398706366,37.03700216692893,37.02428332705829,strong_cr_q4,-0.403956644706021,36.62061080893025,-0.14164941012859344,8.735174179077148,0.032674687914550304,128_0.65_0.67.png,0,0,0.0127188398706366,-4.85265237396257,1,0,,-2.3254796108215245,34.69880371623677,-4.85265237396257,32.17163095309572,7.115569114685059
0.76,0.75<=A<0.85,1.71,beta>=1.7,0.005509998179320519,30.259986595080363,30.254476596901043,midlow_cr_q2,1.0799315772355413,31.335953207946076,0.5802960991859436,20.519554138183594,0.01773836323991418,129_0.76_1.71.png,0,1,2.263451621107478,0.005509998179320519,0,3,"lfv1,residualcalib,crplus",1.4908157931390456,31.74529239004009,2.263451621107478,32.51792821800852,8.663631439208984
0.75,0.75<=A<0.85,1.95,beta>=1.7,-0.0031456903977087336,34.31187534777198,34.31502103816969,midhigh_cr_q3,-2.2435717097657815,32.06577931540126,-0.0616532638669014,11.778764724731445,0.03834789525717497,12_0.75_1.95.png,0,0,-0.0031456903977087336,-2.622418080508453,1,0,,-2.1696116700586714,32.14540936811102,-2.622418080508453,31.692602957661236,10.024640083312988
0.9,0.85<=A<0.95,0.92,0.8<=beta<1.1,0.006500075664625626,30.263945243215367,30.257445167550742,midlow_cr_q2,2.055724906037323,32.315751759506526,0.6169701814651489,20.80786895751953,0.015887935645878315,130_0.9_0.92.png,0,1,2.5389367136141416,0.006500075664625626,0,3,"lfv1,residualcalib,crplus",1.3819213400990016,31.639366507649743,2.5389367136141416,32.79638188116488,6.453207492828369
0.72,0.65<=A<0.75,0.59,beta<0.8,0.006852746333350979,32.23070845548757,32.22385570915422,midlow_cr_q2,2.317823210537327,34.5440317490514,0.523465633392334,16.521665573120117,0.008437645621597767,131_0.72_0.59.png,0,1,2.317823210537327,0.006852746333350979,0,2,"residualcalib,crplus",1.2641544223880246,33.48801013154225,2.2958251867429453,34.51968089589717,6.58096170425415
1.0,A>=0.95,1.29,1.1<=beta<1.4,0.005263749941601503,28.82345104272277,28.818187292781168,weak_cr_q1,0.23563192655660004,29.054365375354003,0.4075426757335663,24.40563201904297,0.02420437941327691,132_1.0_1.29.png,0,1,1.8210070942040986,0.005263749941601503,0,2,"lfv1,residualcalib",0.6931001679075095,29.511287460688678,1.8210070942040986,30.639194386985267,8.102666854858398
0.67,0.65<=A<0.75,1.65,1.4<=beta<1.7,-0.005750031519951904,29.460772488944833,29.466522520464785,midlow_cr_q2,-0.06762138269491658,29.395747240275245,0.5505573749542236,21.95038414001465,0.012197497766464949,133_0.67_1.65.png,1,0,1.4541988676916482,-0.06762138269491658,0,0,,1.4541988676916482,30.920721388156434,-0.040143093629527726,29.426379426835258,11.346360206604004
0.53,A<0.65,0.77,beta<0.8,-0.005770675886211052,32.215165601150794,32.220936277037005,midlow_cr_q2,0.02827831245454604,32.24385567010307,0.3452673852443695,15.82815933227539,0.013063416350632906,134_0.53_0.77.png,0,0,0.526163516137828,-0.7005840858910375,1,1,lfv1,0.526163516137828,32.74709979317483,-0.7005840858910375,31.520352191145967,8.206766128540039
0.54,A<0.65,1.58,1.4<=beta<1.7,-0.007818821663907016,28.66219966319931,28.670018484863217,weak_cr_q1,0.28391857199495973,28.95635081085874,0.3747980296611786,24.366832733154297,0.016780443489551544,135_0.54_1.58.png,0,0,0.6211912386920595,-0.5616248128388968,1,0,,0.6211912386920595,29.291209723555276,-0.5616248128388968,28.10839367202432,7.767152786254883
0.75,0.75<=A<0.85,0.8,0.8<=beta<1.1,-0.0009100004238220549,31.963961542988947,31.96487154341277,midlow_cr_q2,0.05697034092415265,32.02146713181163,0.4458394944667816,16.43877410888672,0.012755413074046373,136_0.75_0.8.png,0,1,1.271330178143522,-0.0009100004238220549,0,2,"lfv1,residualcalib",0.9083671423367363,32.873238685749506,1.271330178143522,33.23620172155629,9.460362434387207
0.99,A>=0.95,1.98,beta>=1.7,0.009342857384076808,29.384671547656627,29.37532869027255,midlow_cr_q2,-0.07509375464789514,29.307576910289512,0.4178903102874756,22.745914459228516,0.016579662915319204,137_0.99_1.98.png,0,0,0.7204510714342653,-2.584660108378724,1,1,lfv1,0.7204510714342653,30.095779761706815,-2.584660108378724,26.790668581893826,11.187966346740723
1.0,A>=0.95,1.48,1.4<=beta<1.7,0.01029282759032668,32.177814828162006,32.16752200057168,midlow_cr_q2,0.30348767261040166,32.473437580498306,0.5159957408905029,16.334320068359375,0.015136121306568384,138_1.0_1.48.png,0,0,1.1188236801097204,-0.5330210260445156,1,1,lfv1,1.1188236801097204,33.2863456806814,-0.5330210260445156,31.634500974527164,10.343151092529297
0.85,0.85<=A<0.95,0.96,0.8<=beta<1.1,0.012459719096582944,32.21268999101223,32.20023027191565,midlow_cr_q2,0.40777656508317506,32.61224345759294,0.7770072817802429,16.67689323425293,0.007947113132104278,139_0.85_0.96.png,0,1,3.723343456171669,0.012459719096582944,0,2,"lfv1,residualcalib",3.723343456171669,35.92357372808732,0.9508952557873513,33.151125527703,11.689096450805664
0.52,A<0.65,1.9,beta>=1.7,-0.006499526233934461,25.918833390822233,25.925332917056167,weak_cr_q1,1.3450295633782972,27.271017005032725,0.8342304825782776,33.5335578918457,0.008446927880868316,13_0.52_1.9.png,0,1,3.14373936883009,-0.006499526233934461,0,3,"lfv1,residualcalib,crplus",3.14373936883009,29.069072285886257,1.4141729766393425,27.33950589369551,15.34262466430664
0.94,0.85<=A<0.95,1.55,1.4<=beta<1.7,0.011411723952104325,31.646372006442295,31.63496028249019,midlow_cr_q2,-0.0773690898633852,31.5660530597537,0.4937971830368042,17.487606048583984,0.014204608742147684,140_0.94_1.55.png,0,0,1.0665976202381842,-1.060260937971666,1,1,lfv1,1.0665976202381842,32.701557902728375,-1.060260937971666,30.574699344518525,10.036154747009277
0.79,0.75<=A<0.85,1.1,1.1<=beta<1.4,-0.0030837860152956864,33.743162042092514,33.74624582810781,midhigh_cr_q3,-2.0881556751823744,31.65764605576955,0.11158761382102966,13.142352104187012,0.033950154669582844,141_0.79_1.1.png,0,0,-0.0030837860152956864,-2.0881556751823744,1,0,,-0.6060518104291006,33.14019401767871,-1.571234980568299,32.17501084753951,7.315871238708496
0.96,A>=0.95,1.88,beta>=1.7,0.004972482455329441,29.146794033556333,29.141821551101003,midlow_cr_q2,-2.5015380542940804,26.64065695138829,0.06197819486260414,22.880752563476562,0.01909508230164647,142_0.96_1.88.png,0,0,0.004972482455329441,-2.5015380542940804,1,0,,-0.7685368463512638,28.37328470474974,-2.063420565789965,27.07840098531104,11.11660385131836
0.68,0.65<=A<0.75,1.8,beta>=1.7,0.005593720190756102,30.04415072995108,30.038557009760325,midlow_cr_q2,-0.5232648570162794,29.517953107614858,0.16237764060497284,20.96139144897461,0.021985843777656555,143_0.68_1.8.png,0,0,0.005593720190756102,-0.9162828166703036,1,0,,-0.07472441449350953,29.963832595266815,-0.9162828166703036,29.12227419309002,7.280267238616943
0.6,A<0.65,0.66,beta<0.8,-0.01310333629697169,35.002454975444046,35.01555831174102,midhigh_cr_q3,-1.7836778184708209,33.22893595917517,0.6124119162559509,11.026525497436523,0.028578300029039383,144_0.6_0.66.png,0,0,2.0971300362345957,-1.7836778184708209,1,1,lfv1,2.0971300362345957,37.11268834797561,-1.1012866070745915,33.914271704666426,6.148538112640381
0.59,A<0.65,1.25,1.1<=beta<1.4,0.0038824623827373728,23.2583966133595,23.254514150976764,weak_cr_q1,0.514990489765708,23.769440461599864,0.4563238322734833,47.03441619873047,0.0073188054375350475,145_0.59_1.25.png,0,1,1.5737633496916565,0.0038824623827373728,0,3,"lfv1,residualcalib,crplus",0.4146062245679971,23.66912037554476,1.5737633496916565,24.82827750066842,5.336650371551514
0.72,0.65<=A<0.75,0.71,beta<0.8,0.005901764086626571,24.549741494290892,24.543839730204265,weak_cr_q1,2.7288946163473753,27.2713536154643,0.46372175216674805,40.50368881225586,0.009253560798242688,146_0.72_0.71.png,0,1,2.7288946163473753,0.005901764086626571,0,3,"lfv1,residualcalib,crplus",0.5058260311571097,25.049665761361375,2.437300393800701,26.981140124004966,5.359872341156006
0.87,0.85<=A<0.95,1.14,1.1<=beta<1.4,0.0032499600706437093,21.66613351050634,21.662883550435698,weak_cr_q1,0.2670113966726646,21.929890498401008,0.272826611995697,56.63922119140625,0.010550403501838446,147_0.87_1.14.png,0,1,0.9864345236979126,0.0032499600706437093,0,1,residualcalib,0.20166959039459798,21.864553140830296,0.9864345236979126,22.64931807413361,5.987248420715332
0.51,A<0.65,1.15,1.1<=beta<1.4,0.002826795126772197,23.859133909615707,23.856307114488935,weak_cr_q1,1.4834081315518866,25.338330050861607,0.654991865158081,43.75835037231445,0.00688830204308033,148_0.51_1.15.png,0,1,2.11664155781051,0.002826795126772197,0,3,"lfv1,residualcalib,crplus",0.8496305861452136,24.70593770063415,2.11664155781051,25.972948672299445,6.752801895141602
0.8,0.75<=A<0.85,1.92,beta>=1.7,0.0031433107491096735,33.27549935867556,33.27235604792645,midhigh_cr_q3,0.42128748404036287,33.69703137602105,0.07318115234375,13.639039993286133,0.025749734602868557,149_0.8_1.92.png,0,0,0.42128748404036287,-3.859284745029317,1,1,crplus,-1.075046984392479,32.19730906353397,-3.859284745029317,29.413071302897134,8.26443099975586
0.98,A>=0.95,1.76,beta>=1.7,-0.0017397607247389146,27.35891004576149,27.36064980648623,weak_cr_q1,0.39489852321526797,27.756029364385647,0.13174369931221008,28.215761184692383,0.021582329645752907,14_0.98_1.76.png,0,0,0.39489852321526797,-0.428838228975458,1,1,crplus,-0.273788733434003,27.086861073052226,-0.428838228975458,26.93181157751077,12.440757751464844
0.6,A<0.65,1.29,1.1<=beta<1.4,-0.01959703821590253,31.9545865344589,31.974183572674804,midlow_cr_q2,-1.9765435978972334,29.99197144620365,0.7986712455749512,16.418790817260742,0.022204510867595673,150_0.6_1.29.png,0,0,3.751871753195772,-1.9765435978972334,1,1,lfv1,3.751871753195772,35.726055325870576,-1.1783602765248666,30.795823296149937,14.671438217163086
0.86,0.85<=A<0.95,1.95,beta>=1.7,0.007862200673407926,32.40999679322507,32.40213459255166,midhigh_cr_q3,0.7463566305490872,33.14767379419681,0.053418807685375214,15.342501640319824,0.02065625600516796,151_0.86_1.95.png,0,0,0.7463566305490872,-3.588332544944155,1,1,crplus,-0.7578900810414559,31.644244511510205,-3.588332544944155,28.813802047607506,6.7238593101501465
0.61,A<0.65,1.16,1.1<=beta<1.4,-0.021455896006422392,33.35366509113371,33.375120987140136,midhigh_cr_q3,-2.373056460364232,31.00212391540255,0.7501046061515808,13.7958345413208,0.0242658955976367,152_0.61_1.16.png,0,0,2.7300696690903266,-2.373056460364232,1,1,lfv1,2.7300696690903266,36.10519065623046,-1.7600410176283177,31.615079969511818,13.291794776916504
0.96,A>=0.95,1.61,1.4<=beta<1.7,0.003324874219465812,28.249754154154793,28.246429279935327,weak_cr_q1,-2.055311378749149,26.19080526968399,-0.023545362055301666,25.747167587280273,0.008720185607671738,153_0.96_1.61.png,0,0,0.003324874219465812,-2.055311378749149,1,0,,-1.1653230037606797,27.081106276174648,-0.3342747437172875,27.91215453621804,13.28898811340332
0.97,A>=0.95,1.3,1.1<=beta<1.4,0.003046732163049626,28.418225709277827,28.415178977114778,weak_cr_q1,-1.426827913871648,26.9890770006619,0.05701863020658493,25.434019088745117,0.007059904746711254,154_0.97_1.3.png,0,0,0.4239925672200542,-1.426827913871648,1,0,,-0.7302835600459332,27.684895417068844,0.4239925672200542,28.83917154433483,11.853715896606445
0.68,0.65<=A<0.75,1.77,beta>=1.7,0.0014570711251415958,30.070529265326513,30.06907219420137,midlow_cr_q2,-2.2870952659656716,27.784127769874157,-0.15548714995384216,20.613605499267578,0.012945586815476418,155_0.68_1.77.png,0,0,0.0014570711251415958,-2.2870952659656716,1,0,,-1.2000215038531472,28.869050690348224,-0.6533429688775421,29.41572922532383,8.843384742736816
0.53,A<0.65,1.42,1.4<=beta<1.7,-0.0027012737888654215,31.587922758578706,31.59062403236757,midlow_cr_q2,-2.125205089000655,29.46447106455586,-0.07562724500894547,17.20813751220703,0.029166754335165024,156_0.53_1.42.png,0,0,-0.0027012737888654215,-2.125205089000655,1,0,,-1.7635638222835226,29.82706021008405,-1.2545338645281383,30.336090167839433,11.561172485351562
0.94,0.85<=A<0.95,0.74,beta<0.8,0.0014466680296365553,33.79915321942864,33.797706551399,midhigh_cr_q3,-1.1936769381127803,32.60587887595684,0.005525285378098488,13.467787742614746,0.024103748612105846,157_0.94_0.74.png,0,0,0.0014466680296365553,-1.5806093985660254,1,0,,-1.1332984565246704,32.66440809487433,-1.5806093985660254,32.21709715283298,7.693924427032471
0.83,0.75<=A<0.85,0.86,0.8<=beta<1.1,-0.0005031728068800589,34.186857693462244,34.187360866269124,midhigh_cr_q3,-1.4561733378714905,32.731000572010956,-0.05295811966061592,12.735487937927246,0.032518913969397545,158_0.83_0.86.png,0,0,-0.0005031728068800589,-1.848899776721595,1,0,,-1.2522418834093472,32.93511898285978,-1.848899776721595,32.33846108954753,7.209310054779053
0.64,A<0.65,0.71,beta<0.8,0.0005440322673777587,35.63510076219725,35.63455672992987,midhigh_cr_q3,-0.833629344728088,34.8014617020096,0.19092409312725067,10.647096633911133,0.029505016282200813,159_0.64_0.71.png,0,0,0.199862376073618,-0.833629344728088,1,0,,-0.29201995345357545,35.342536776476294,0.199862376073618,35.83441910600349,5.8321003913879395
0.99,A>=0.95,1.38,1.1<=beta<1.4,-0.0019264965187701932,27.602163182704324,27.604089679223094,weak_cr_q1,0.3163236853998228,27.919834772709518,-0.04641035571694374,27.531740188598633,0.022275641560554504,15_0.99_1.38.png,0,0,0.3163236853998228,-0.6445788378949722,1,1,crplus,-0.6445788378949722,26.95951084132812,-0.21944694183109448,27.384642737392,10.617942810058594
0.94,0.85<=A<0.95,1.85,beta>=1.7,-0.0018050289876825332,29.572134972852044,29.573940001839727,midlow_cr_q2,-0.4161435464313392,29.16084961930831,0.4010084867477417,21.293725967407227,0.036062007769942284,160_0.94_1.85.png,0,0,0.6628520152022723,-1.7684983759193962,1,1,lfv1,0.6628520152022723,30.236792017042,-1.7684983759193962,27.80544162592033,11.706652641296387
0.56,A<0.65,1.13,1.1<=beta<1.4,0.005463017395207714,25.024068454752317,25.01860543735711,weak_cr_q1,1.3186499589801848,26.336203170836324,0.25177809596061707,38.73065948486328,0.0002294808582519181,161_0.56_1.13.png,0,1,3.196777492473842,0.005463017395207714,0,2,"residualcalib,crplus",0.24650402873708543,25.265109466094195,3.196777492473842,28.21538292983095,12.650836944580078
